Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key
365 Panchatantra Stories,Adil Mukesh,4.2,4.2,424.0,6.052089168924417,668.0,The stories of Panchatantra are ancient Indian fables that were written in Sanskrit and Pali languages. The central characters in these fascinating fables are many times animals and birds. They show their most identifying characteristics in the various stories and impart valuable life lessons and morals.,"Literary Criticism for Children | Fairy Tales, Folk Tales & Myths for Children | Children's Traditional Stories (Books)",",#88 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Literary Criticism for Children,#2 in Fairy Tales, Folk Tales & Myths for Children,#57 in Children's Traditional Stories (Books)",88.0,7 hours and 29 minutes,449.0,Both,1,1,1,365 panchatantra stories,adil mukesh
365 Stories from Around the World,Om Books International,4.0,4.0,22.0,3.1354942159291497,668.0,"The 365 Stories from Around the World is a treasure trove of stories from around the world - right from the barren sands of Arabia to the icy cold polar regions of Antarctica and different eras. Through this book, a child can travel and know about the culture and history of different places, all by sitting at one place!","Literary Criticism for Children | Fairy Tales, Folk Tales & Myths for Children | Children's Traditional Stories (Books)",",#2,083 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Literary Criticism for Children,#23 in Fairy Tales, Folk Tales & Myths for Children,#585 in Children's Traditional Stories (Books)",2083.0,8 hours and 13 minutes,493.0,Both,1,1,1,365 stories from around the world,om books international
365 Tales of Indian Mythology,Om Books International,4.4,4.4,238.0,5.476463551931511,836.0,"One treat a day! A 23-volume series of 365 treats: stories, facts, questions and answers, and science experiments for young listeners.",Literary Criticism for Children | Children's Traditional Stories (Books),",#81 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Literary Criticism for Children,#53 in Children's Traditional Stories (Books)",81.0,10 hours and 1 minute,601.0,Both,1,1,1,365 tales of indian mythology,om books international
39 Clues: Cahills vs. Vespers: Book 1: The Medusa Plot,Gordon Korman,4.4,4.4,131.0,4.882801922586371,586.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,39 clues: cahills vs. vespers: book 1: the medusa plot,gordon korman
4.50 from Paddington (Dramatised),Agatha Christie,4.4,4.4,537.0,6.2878585601617845,342.0,,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,4.50 from paddington (dramatised),agatha christie
40 Days to Positive Change: Daily Support to Create a New Habit,Kelly McGonigal PhD,,4.5,0.0,0.0,1149.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,40 days to positive change: daily support to create a new habit,kelly mcgonigal phd
44 Scotland Street: Series 1-3: Full-cast radio adaptations of the much-loved novels,Alexander McCall-Smith,3.9,3.9,8.0,2.1972245773362196,478.0,Alexander McCall Smith's much-loved series of novels is the basis of this full-cast dramatisation about the inhabitants of an Edinburgh tenement building.,"Contemporary Fiction | Crime, Thriller & Mystery (Books) | Contemporary Fiction (Books)",",#2,704 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#33 in Contemporary Fiction (Audible Audiobooks & Originals),#4,430 in Crime, Thriller & Mystery (Books),#5,124 in Contemporary Fiction (Books)",2704.0,3 hours and 24 minutes,204.0,Advanced Only,1,1,1,44 scotland street: series 1-3: full-cast radio adaptations of the much-loved novels,alexander mccall-smith
48 Laws of Power,Robert Greene,4.4,4.4,2121.0,7.660114319173928,820.0,"Amoral, cunning, ruthless, and instructive, this piercing work distills 3,000 years of the history of power into 48 well-explicated laws. This bold volume outlines the laws of power in their unvarnished essence, synthesizing the philosophies of Machiavelli, Sun Tzu, Carl von Clausewitz, and other infamous strategists. The 48 Laws of Power will fascinate any listener interested in gaining, observing, or defending against ultimate control.",Ethics & Morality Philosophy | Political Science History & Theory | Political Theory,",#140 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Ethics & Morality Philosophy,#2 in Political Science History & Theory,#23 in Political Theory",140.0,23 hours and 6 minutes,1386.0,Both,1,1,1,48 laws of power,robert greene
48-Hour Start-Up: From Idea to Launch in 1 Weekend,Fraser Doherty MBE,4.4,4.4,101.0,4.624972813284271,5373.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,48-hour start-up: from idea to launch in 1 weekend,fraser doherty mbe
5 Personal Development Classics: Five All-Time Bestsellers,Napoleon Hill,,4.5,0.0,0.0,1759.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,5 personal development classics: five all-time bestsellers,napoleon hill
"5-Minute Selling: The Proven, Simple System That Can Double Your Sales...Even When You Don't Have Time",Alex Goldfayn,,4.5,0.0,0.0,469.0,"5-Minute Selling presents a proven, simple process that can double your sales, even if you don't have time for an elaborate new sales system. When you spend your days scrambling to take orders and resolving customer issues, there is little time for new sales techniques. This book is for you. In 5-Minute Selling, Alex Goldfayn describes how thousands of his clients and workshop attendees have generated dramatic annual sales growth with short bursts of action throughout the day. With three-second efforts throughout the day, you can add 50 to 100 percent to your sales.",Unknown,Unknown,,Unknown,,Both,1,0,0,"5-minute selling: the proven, simple system that can double your sales...even when you don't have time",alex goldfayn
50 Favourite Nursery Rhymes,BBC Audiobooks,2.9,2.9,24.0,3.2188758248682006,273.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,50 favourite nursery rhymes,bbc audiobooks
50 Greatest Short Stories,Terry O'Brien - editor,4.3,4.3,80.0,4.394449154672439,1171.0,"Selected from the best of the world's short fiction, 50 Great Short Stories brings together writings by great masters of the genre. Carefully picked for their timeless quality, listeners are sure to be delighted by the inclusion of such favourites as 'The Gift of the Magi', 'The Lady with the Dog', 'The Curious Case of Benjamin Button', 'Rain' and 'Mrs Packletide's Tiger', to name but a few.",Literature Anthologies | Anthologies (Books) | Short Stories (Books),",#1,866 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in Literature Anthologies,#592 in Anthologies (Books),#830 in Short Stories (Books)",1866.0,22 hours and 12 minutes,1332.0,Advanced Only,1,1,1,50 greatest short stories,terry o'brien - editor
50 People Every Christian Should Know: Learning from Spiritual Giants of the Faith,Warren W. Wiersbe,4.6,4.6,338.0,5.82600010738045,938.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,50 people every christian should know: learning from spiritual giants of the faith,warren w. wiersbe
50 Psychology Classics,Tom Butler-Bowdon,4.4,4.4,133.0,4.897839799950911,703.0,"Who we are...how we think...what we do... Here are insight and inspiration from 50 key books, including works by Sigmund Freud, Malcolm Gladwell, Daniel Goleman, Karen Horney, Carl Jung, Alfred Kinsey, R.D. Laing, Jean Piaget, Martin Seligman, Oliver Sacks, Gail Sheehy, and BF Skinner.",History of Psychology | Psychology Movements | Sociology,",#4,452 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in History of Psychology,#35 in Psychology Movements,#82 in Sociology (Audible Audiobooks & Originals)",4452.0,12 hours and 24 minutes,744.0,Both,1,1,1,50 psychology classics,tom butler-bowdon
50 Self-Help Classics to Guide You to Financial Freedom,Napoleon Hill,5.0,5.0,1.0,0.6931471805599453,32.0,This Audiobook contains the following works:,Money Management | Personal Development & Self-Help,",#948 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Money Management,#2,204 in Personal Development & Self-Help",948.0,95 hours and 1 minute,5701.0,Both,1,1,1,50 self-help classics to guide you to financial freedom,napoleon hill
"50 Things Every Young Gentleman Should Know, Revised and Expanded: What to Do, When to Do It, & Why",John Bridges,4.7,4.7,353.0,5.869296913133774,351.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"50 things every young gentleman should know, revised and expanded: what to do, when to do it, & why",john bridges
"50 Things to Do Before You Deliver: The First-Time Mom's Pregnancy Guide for Your Baby, Your Body, and Your Sanity",Jill Krause,4.5,4.5,270.0,5.602118820879701,501.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,"50 things to do before you deliver: the first-time mom's pregnancy guide for your baby, your body, and your sanity",jill krause
500 quotes of Lao Tsu for meditation,Tzu Lao,,4.5,0.0,0.0,414.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,500 quotes of lao tsu for meditation,tzu lao
51 Accidental Inventions That Changed The World,Kimte Guite,4.2,4.2,76.0,4.343805421853684,668.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,51 accidental inventions that changed the world,kimte guite
"59 Seconds: Think a Little, Change a Lot",Richard Wiseman,4.2,4.2,514.0,6.244166900663736,323.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"59 seconds: think a little, change a lot",richard wiseman
60 Seconds and You're Hired!,Robin Ryan,4.2,4.2,22.0,3.1354942159291497,773.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,60 seconds and you're hired!,robin ryan
61 Hours: Jack Reacher 14,Lee Child,4.5,4.5,3446.0,8.145259566516865,1093.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,61 hours: jack reacher 14,lee child
"67 Hot Explicit Erotic Sex Stories: Swingers, BDSM, Spanking, Bisexual, Paranormal Threesomes, BBW Erotica, Lesbian First Time, Medical, Gangbangs and Much More...",Ashley Winters,4.0,4.0,5.0,1.791759469228055,1003.0,"In this hot enticing multi-author and multi-narrator mega collection filled with 67 filthy erotic stories, you’ll experience swingers, werewolves, BDSM, spanking, vampires, bisexual, a--l, paranormal threesomes, big beautiful woman erotica, lesbian first time, medical, gangbangs and much, much more….",Erotic Fiction,",#741 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Erotic Fiction",741.0,22 hours and 48 minutes,1368.0,Both,1,1,1,"67 hot explicit erotic sex stories: swingers, bdsm, spanking, bisexual, paranormal threesomes, bbw erotica, lesbian first time, medical, gangbangs and much more...",ashley winters
"7 Mindsets for Success, Happiness and Fulfilment",Swami Mukundananda,4.7,4.7,520.0,6.255750041753367,668.0,"Thoughts and feelings that persist over time harden into an attitude. If you live with an attitude long enough, it becomes second nature - a mindset. The wrong mindset could lead you off the path of contentment, joy, enlightenment. The right one will point you to the road to success, to fulfilment and towards an extraordinary life.",Spiritualism | New Thought Spirituality | Personal Success,",#432 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Spiritualism,#4 in New Thought Spirituality,#87 in Personal Success",432.0,6 hours and 19 minutes,379.0,Both,1,1,1,"7 mindsets for success, happiness and fulfilment",swami mukundananda
7 Secrets of Shiva: The Hindu Trinity Series,Devdutt Pattanaik,4.4,4.4,687.0,6.5337888379333435,501.0,"Shiva, 'the destroyer' among the Hindu trinity (of gods), is depicted in many contradictory manners. He is an ascetic who wears animal skin, his body smeared with ashes. Contradictory to his wild nature, he is also depicted as having a family, with a beautiful wife and two children. There are many more such varied representations of Shiva, the most prominent of these being the Linga and the Nataraja. The author, Devdutt Pattanaik, introduces listeners to these varied aspects and representations, and then sets about interpreting them. He explains the different anomalies and conflicts in beliefs, as well as the symbolism, rituals and reasons behind Hindu worship.",Art | Indian Literature | Hinduism,",#136 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Art,#3 in Indian Literature (Audible Audiobooks & Originals),#7 in Hinduism (Audible Audiobooks & Originals)",136.0,4 hours and 4 minutes,244.0,Both,1,1,1,7 secrets of shiva: the hindu trinity series,devdutt pattanaik
7 Secrets of the Goddess: The Hindu Trinity Series,Devdutt Pattanaik,4.4,4.4,111.0,4.718498871295094,501.0,Lakshmi massages Vishnu's feet. Is this male domination?,Indian Literature | Hinduism | Christianity (Books),",#2,972 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#28 in Indian Literature (Audible Audiobooks & Originals),#43 in Hinduism (Audible Audiobooks & Originals),#932 in Christianity (Books)",2972.0,4 hours and 38 minutes,278.0,Both,1,1,1,7 secrets of the goddess: the hindu trinity series,devdutt pattanaik
7 Secrets of Vishnu: The Hindu Trinity Series,Devdutt Pattanaik,4.5,4.5,115.0,4.7535901911063645,501.0,"For Hindus, Vishnu is God, who inspires man to discover humanity by engaging with the world. Artists have visualized him with as curlyhaired, dark complexioned man with a smile on his lips and a sparkle in his eyes. Draped in yellow silk, garlanded with forest flowers, bedecked with dolphin-shaped earrings, anointed with sandal paste, he reclines on a thousand hooded serpent that floats on an ocean of milk and rides a golden hawk bearing in his arms a conchshell, a wheel, a mace and a lotus. Poets say that when he is awake, the world takes shape; when he is asleep, the world ceases to be. Lakshmi, the goddess of wealth, follows him wherever he goes. To him is made offerings of rich creamy butter. Sometimes, as the upright Ram, he is worshipped across India as Balaji, Shreenathji, Jagannath, Ranganath and Badrinath. Locked in the stories, symbols and rituals of Vishnu is the wisdom of the ancestors, transmitted over hundreds of years. This book attempts to unlock seven secrets that are relevant even in modern times.",Indian Literature | Hinduism | Buddhism (Books),",#749 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Indian Literature (Audible Audiobooks & Originals),#24 in Hinduism (Audible Audiobooks & Originals),#67 in Buddhism (Books)",749.0,4 hours and 5 minutes,245.0,Both,1,1,1,7 secrets of vishnu: the hindu trinity series,devdutt pattanaik
