Book Name,Author,Rating,Rating_Filled,Number of Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Genre_Count,Primary_Genre,Clean_Title,Clean_Author,Clean_Genre,Clean_Primary_Genre,Clean_Description,Log_Reviews,Popularity_Score,Weighted_Rating,Author_Popularity,Author_Book_Count,Author_Average_Rating,Log_Author_Popularity,Author_Popularity_Normalized,Listening_Time_Hours,Listening_Time_Category,Has_Audible_Rank,Audible_Rank_Score,Log_Price,Price_Normalized,Price_Category,Rating_Normalized,Weighted_Rating_Normalized,Rating_Category,Quality_Score,Popularity_Quality_Score,Description_Length,Description_Characters,Description_Length_Category,Reviews_Normalized,combined_features,metadata_features,Has_Rating
101 Animals Stories,Dreamland Publications,4.3,4.3,560.0,233.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,101 animals stories,dreamland publications,0,Unknown,101 animals stories,dreamland publications,unknown,unknown,,6.329720905522696,0.5672806446205809,4.385136812868343,3520.0,5,4.26,8.166500319155052,0.7224068562511272,0.0,Short,0,0.0,5.455321115357702,0.012739201749589939,Budget,0.825,0.5554494898144957,Good,0.7441348469443486,0.638022325550088,0,0,Short,0.5672806446205809,101 animals stories 101 animals stories dreamland publications dreamland publications unknown unknown,101 animals stories dreamland publications unknown,1
101 Bedtime Stories,Dreamland Publications,3.9,3.9,461.0,233.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,101 bedtime stories,dreamland publications,0,Unknown,101 bedtime stories,dreamland publications,unknown,unknown,,6.135564891081739,0.5498800434451119,4.228787229993146,3520.0,5,4.26,8.166500319155052,0.7224068562511272,0.0,Short,0,0.0,5.455321115357702,0.012739201749589939,Budget,0.725,0.40739419133028887,Average,0.6297182573990866,0.5818153290267017,0,0,Short,0.5498800434451119,101 bedtime stories 101 bedtime stories dreamland publications dreamland publications unknown unknown,101 bedtime stories dreamland publications unknown,1
101 Best Indian Fables for Children,Stuti Gupta,3.7,3.7,23.0,233.0,Would you like to meet the ferocious king of the jungle? How about listening to the story of the cunning fox that talks its way out of tricky situations? Wonder what the little monkey is doing with the looking glass? Or what the peacock and crow are fighting over?,"Audible Audiobooks & Originals | Fairy Tales, Folk Tales & Myths for Children | Literature & Fiction for Children | Children's Traditional Stories (Books)",",#3,958 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#42 in Fairy Tales, Folk Tales & Myths for Children,#255 in Literature & Fiction for Children,#1,094 in Children's Traditional Stories (Books)",3958.0,2 hours and 26 minutes,146.0,Both,1,1,1,101 best indian fables for children,stuti gupta,4,Audible Audiobooks & Originals,101 best indian fables for children,stuti gupta,audible audiobooks originals fairy tales folk tales myths for children literature fiction for children children s traditional stories books,audible audiobooks originals,would you like to meet the ferocious king of the jungle how about listening to the story of the cunning fox that talks its way out of tricky situations wonder what the little monkey is doing with the looking glass or what the peacock and crow are fighting over,3.1780538303479458,0.28482273585644186,4.431563676156053,23.0,1,3.7,3.1780538303479458,0.28112995614454994,2.433333333333333,Medium,1,0.00025258903763576663,5.455321115357702,0.012739201749589939,Budget,0.675,0.5994134261125172,Average,0.6523240278337552,0.4318232526473672,49,264,Medium,0.28482273585644186,101 best indian fables for children 101 best indian fables for children stuti gupta stuti gupta audible audiobooks originals fairy tales folk tales myths for children literature fiction for children children s traditional stories books audible audiobooks originals fairy tales folk tales myths for children literature fiction for children children s traditional stories books would you like to meet the ferocious king of the jungle how about listening to the story of the cunning fox that talks its way out of tricky situations wonder what the little monkey is doing with the looking glass or what the peacock and crow are fighting over,101 best indian fables for children stuti gupta audible audiobooks originals,1
101 Essays That Will Change the Way You Think,Brianna Wiest,4.5,4.5,104.0,586.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,101 essays that will change the way you think,brianna wiest,0,Unknown,101 essays that will change the way you think,brianna wiest,unknown,unknown,,4.653960350157523,0.41709605634783825,4.462719619202714,198.0,2,4.5,5.293304824724492,0.46824460272644514,0.0,Short,0,0.0,6.375024819828097,0.0320393657736468,Moderate,0.875,0.6289165585322082,Excellent,0.8011749675596624,0.5707276208325679,0,0,Short,0.41709605634783825,101 essays that will change the way you think 101 essays that will change the way you think brianna wiest brianna wiest unknown unknown,101 essays that will change the way you think brianna wiest unknown,1
101 Fairy Tales Book,Dreamland Publications,4.3,4.3,386.0,233.0,"This volume is a collection of the most memorable fairy tales for young learners. Short and easy adaptations of stories invite young minds to enjoy the world of fantasy, dreams, fairies, elves, princesses, knights, demons and magicians. Popular tales like Cinderella, Beauty and the Beast, Snow White and the Seven Dwarfs, Thumbelina, Sleeping Beauty, Alice in Wonderland, Aladdin, Pinocchio, Peter Pan and more introduce listeners to these cherished characters through a simple and easy-to-follow retelling. Favourites from the animal kingdom are presented in tales like The Jungle Book, Goldilocks and the Three Bears, The Monkey and the Crab, Three Naughty Little Rabbits, Bambi and others.",Unknown,Unknown,,Unknown,0.0,Both,1,0,0,101 fairy tales book,dreamland publications,0,Unknown,101 fairy tales book,dreamland publications,unknown,unknown,this volume is a collection of the most memorable fairy tales for young learners short and easy adaptations of stories invite young minds to enjoy the world of fantasy dreams fairies elves princesses knights demons and magicians popular tales like cinderella beauty and the beast snow white and the seven dwarfs thumbelina sleeping beauty alice in wonderland aladdin pinocchio peter pan and more introduce listeners to these cherished characters through a simple and easy to follow retelling favourites from the animal kingdom are presented in tales like the jungle book goldilocks and the three bears the monkey and the crab three naughty little rabbits bambi and others,5.958424693029782,0.5340044294584896,4.399238483919358,3520.0,5,4.26,8.166500319155052,0.7224068562511272,0.0,Short,0,0.0,5.455321115357702,0.012739201749589939,Budget,0.825,0.5688030727162858,Good,0.7481409218148857,0.619659026401048,105,693,Long,0.5340044294584896,101 fairy tales book 101 fairy tales book dreamland publications dreamland publications unknown unknown this volume is a collection of the most memorable fairy tales for young learners short and easy adaptations of stories invite young minds to enjoy the world of fantasy dreams fairies elves princesses knights demons and magicians popular tales like cinderella beauty and the beast snow white and the seven dwarfs thumbelina sleeping beauty alice in wonderland aladdin pinocchio peter pan and more introduce listeners to these cherished characters through a simple and easy to follow retelling favourites from the animal kingdom are presented in tales like the jungle book goldilocks and the three bears the monkey and the crab three naughty little rabbits bambi and others,101 fairy tales book dreamland publications unknown,1
101 Great Answers to the Toughest Interview Questions,Ron Fry,4.6,4.6,9.0,398.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,101 great answers to the toughest interview questions,ron fry,0,Unknown,101 great answers to the toughest interview questions,ron fry,unknown,unknown,,2.302585092994046,0.2063616983029583,4.458797368013788,47.0,2,4.5,3.871201010907891,0.3424456061853805,0.0,Short,0,0.0,5.988961416889864,0.021760524876981956,Budget,0.8999999999999999,0.6252023812390715,Excellent,0.8175607143717213,0.4508413047304635,0,0,Short,0.2063616983029583,101 great answers to the toughest interview questions 101 great answers to the toughest interview questions ron fry ron fry unknown unknown,101 great answers to the toughest interview questions ron fry unknown,1
101 Jungle Stories,Om Books International,3.9,3.9,47.0,233.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,101 jungle stories,om books international,0,Unknown,101 jungle stories,om books international,unknown,unknown,,3.871201010907891,0.34694379700179323,4.420098422146571,581.0,6,4.1428141528360385,6.366470447731438,0.5631766021944183,0.0,Short,0,0.0,5.455321115357702,0.012739201749589939,Budget,0.725,0.5885563993564817,Average,0.6840669198069445,0.48179304612385376,0,0,Short,0.34694379700179323,101 jungle stories 101 jungle stories om books international om books international unknown unknown,101 jungle stories om books international unknown,1
101 Panchatantra Stories,Om Books International,4.1,4.1,237.0,233.0,"The Panchatantra is a collection of short stories from India, written more than 5,000 years ago! This is a collection of stories from that legendary collection. The stories inculcate moral values in children in a subtle and fun manner. Enjoy the stories, where plants and animals can converse with human beings too!",Audible Audiobooks & Originals | Contemporary Fiction (Audible Audiobooks & Originals) | Fiction Short Stories | Short Stories (Books),",#1,059 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Contemporary Fiction (Audible Audiobooks & Originals),#16 in Fiction Short Stories,#451 in Short Stories (Books)",1059.0,2 hours and 26 minutes,146.0,Both,1,1,1,101 panchatantra stories,om books international,4,Audible Audiobooks & Originals,101 panchatantra stories,om books international,audible audiobooks originals contemporary fiction audible audiobooks originals fiction short stories short stories books,audible audiobooks originals,the panchatantra is a collection of short stories from india written more than 5 000 years ago this is a collection of stories from that legendary collection the stories inculcate moral values in children in a subtle and fun manner enjoy the stories where plants and animals can converse with human beings too,5.472270673671475,0.4904344570058586,4.3630615944063065,581.0,6,4.1428141528360385,6.366470447731438,0.5631766021944183,2.433333333333333,Medium,1,0.0009433962264150943,5.455321115357702,0.012739201749589939,Budget,0.7749999999999999,0.5345453530819422,Good,0.7028636059245825,0.5754061165733482,52,315,Medium,0.4904344570058586,101 panchatantra stories 101 panchatantra stories om books international om books international audible audiobooks originals contemporary fiction audible audiobooks originals fiction short stories short stories books audible audiobooks originals contemporary fiction audible audiobooks originals fiction short stories short stories books the panchatantra is a collection of short stories from india written more than 5 000 years ago this is a collection of stories from that legendary collection the stories inculcate moral values in children in a subtle and fun manner enjoy the stories where plants and animals can converse with human beings too,101 panchatantra stories om books international audible audiobooks originals,1
101 Panchtantra Stories,Dreamland Publications,4.3,4.3,1625.0,233.0,"The Panchatantra is a collection of short stories from India, which was written mainly for children more than 2,000 years ago. This book contains a few hand-picked stories from that legendary collection.","Audible Audiobooks & Originals | Fairy Tales, Folk Tales & Myths for Children | Literature & Fiction for Children | Children's Traditional Stories (Books)",",#536 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Fairy Tales, Folk Tales & Myths for Children,#30 in Literature & Fiction for Children,#184 in Children's Traditional Stories (Books)",536.0,1 hour and 41 minutes,101.0,Both,1,1,1,101 panchtantra stories,dreamland publications,4,Audible Audiobooks & Originals,101 panchtantra stories,dreamland publications,audible audiobooks originals fairy tales folk tales myths for children literature fiction for children children s traditional stories books,audible audiobooks originals,the panchatantra is a collection of short stories from india which was written mainly for children more than 2 000 years ago this book contains a few hand picked stories from that legendary collection,7.3938782901077555,0.6626522883495256,4.345533971328799,3520.0,5,4.26,8.166500319155052,0.7224068562511272,1.6833333333333333,Short,1,0.00186219739292365,5.455321115357702,0.012739201749589939,Budget,0.825,0.5179475635724526,Good,0.7328842690717357,0.6907450806384097,32,203,Short,0.6626522883495256,101 panchtantra stories 101 panchtantra stories dreamland publications dreamland publications audible audiobooks originals fairy tales folk tales myths for children literature fiction for children children s traditional stories books audible audiobooks originals fairy tales folk tales myths for children literature fiction for children children s traditional stories books the panchatantra is a collection of short stories from india which was written mainly for children more than 2 000 years ago this book contains a few hand picked stories from that legendary collection,101 panchtantra stories dreamland publications audible audiobooks originals,1
101 Power Thoughts,Louise L. Hay,4.4,4.4,173.0,257.0,"Sample Thought: I CAN RELEASE THE PAST AND FORGIVE EVERYONE. I free myself and everyone in my life from old, past hurts. They are free and I am free to move into new, glorious experiences.",Unknown,Unknown,,Unknown,0.0,Both,1,0,0,101 power thoughts,louise l hay,0,Unknown,101 power thoughts,louise l hay,unknown,unknown,sample thought i can release the past and forgive everyone i free myself and everyone in my life from old past hurts they are free and i am free to move into new glorious experiences,5.159055299214529,0.4623635480070138,4.445134361023625,3863.0,14,4.428571428571429,8.259458195332408,0.7306298899214442,0.0,Short,0,0.0,5.552959584921617,0.014051394204483324,Budget,0.8500000000000001,0.6122641914407964,Good,0.7786792574322389,0.5888898317771039,35,188,Short,0.4623635480070138,101 power thoughts 101 power thoughts louise l hay louise l hay unknown unknown sample thought i can release the past and forgive everyone i free myself and everyone in my life from old past hurts they are free and i am free to move into new glorious experiences,101 power thoughts louise l hay unknown,1
101 Zen Stories,Paul Beck,0.0,4.4568849170162315,0.0,70.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,101 zen stories,paul beck,0,Unknown,101 zen stories,paul beck,unknown,unknown,,0.0,0.0,4.4568849170162315,0.0,1,4.4568849170162315,0.0,0.0,0.0,Short,0,0.0,4.2626798770413155,0.0038272279934390375,Budget,0.8642212292540579,0.623391385021028,Good,0.7919722759841488,0.31678891039365953,0,0,Short,0.0,101 zen stories 101 zen stories paul beck paul beck unknown unknown,101 zen stories paul beck unknown,0
11 Hours: A Romantic Thriller,Daniel Paul Singh,4.2,4.2,457.0,668.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,11 hours a romantic thriller,daniel paul singh,0,Unknown,11 hours a romantic thriller,daniel paul singh,unknown,unknown,,6.126869184114185,0.5491007189965914,4.352206890198204,457.0,1,4.2,6.126869184114185,0.5419815261105364,0.0,Short,0,0.0,6.505784060128229,0.03652268999453253,Moderate,0.8,0.524266486698453,Good,0.7172799460095358,0.6163724098017691,0,0,Short,0.5491007189965914,11 hours a romantic thriller 11 hours a romantic thriller daniel paul singh daniel paul singh unknown unknown,11 hours a romantic thriller daniel paul singh unknown,1
"12 Months to $1 Million: How to Pick a Winning Product, Build a Real Business, and Become a Seven-Figure Entrepreneur",Ryan Daniel Moran,4.8,4.8,201.0,668.0,,Unknown,Unknown,,Unknown,0.0,Both,0,0,0,12 months to 1 million how to pick a winning product build a real business and become a seven figure entrepreneur,ryan daniel moran,0,Unknown,12 months to 1 million how to pick a winning product build a real business and become a seven figure entrepreneur,ryan daniel moran,unknown,unknown,,5.308267697401205,0.4757362237840559,4.536568489147644,201.0,1,4.8,5.308267697401205,0.46956821521507947,0.0,Short,0,0.0,6.505784060128229,0.03652268999453253,Moderate,0.95,0.6988477747296039,Excellent,0.8746543324188811,0.635303467237986,0,0,Short,0.4757362237840559,12 months to 1 million how to pick a winning product build a real business and become a seven figure entrepreneur 12 months to 1 million how to pick a winning product build a real business and become a seven figure entrepreneur ryan daniel moran ryan daniel moran unknown unknown,12 months to 1 million how to pick a winning product build a real business and become a seven figure entrepreneur ryan daniel moran unknown,1
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.6,4.6,14042.0,1093.0,,Unknown,Unknown,,Unknown,0.0,Catalog Only,0,0,0,12 rules for life an antidote to chaos,jordan b peterson,0,Unknown,12 rules for life an antidote to chaos,jordan b peterson,unknown,unknown,,9.54987932996818,0.8558768677504189,4.593533473454411,14815.0,2,4.65,9.603462956885961,0.8495202611497531,0.0,Short,0,0.0,6.9975959829819265,0.05975943138326954,Premium,0.8999999999999999,0.7527907888367714,Excellent,0.8558372366510313,0.8558610153106639,0,0,Short,0.8558768677504189,12 rules for life an antidote to chaos 12 rules for life an antidote to chaos jordan b peterson jordan b peterson unknown unknown,12 rules for life an antidote to chaos jordan b peterson unknown,1
13 Kaam Jo Samajhdar Log Nahi Karte [13 Commonwealth Games],Amy Morin,0.0,4.4568849170162315,0.0,668.0,"This book helps us identify 13 common habits that hold us back in life and talks about how to avoid them by using strength, adopting change, facing our fears and training our minds.",Audible Audiobooks & Originals | Psychology (Audible Audiobooks & Originals) | Textbooks & Study Guides,",#559 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#43 in Psychology (Audible Audiobooks & Originals),#6,206 in Textbooks & Study Guides",559.0,8 hours and 18 minutes,498.0,Both,1,1,1,13 kaam jo samajhdar log nahi karte 13 commonwealth games,amy morin,3,Audible Audiobooks & Originals,13 kaam jo samajhdar log nahi karte 13 commonwealth games,amy morin,audible audiobooks originals psychology audible audiobooks originals textbooks study guides,audible audiobooks originals,this book helps us identify 13 common habits that hold us back in life and talks about how to avoid them by using strength adopting change facing our fears and training our minds,0.0,0.0,4.4568849170162315,1515.0,3,4.552294972338744,7.323830566202317,0.6478644717170036,8.3,Long,1,0.0017857142857142857,6.505784060128229,0.03652268999453253,Moderate,0.8642212292540579,0.623391385021028,Good,0.7919722759841488,0.31678891039365953,33,181,Short,0.0,13 kaam jo samajhdar log nahi karte 13 commonwealth games 13 kaam jo samajhdar log nahi karte 13 commonwealth games amy morin amy morin audible audiobooks originals psychology audible audiobooks originals textbooks study guides audible audiobooks originals psychology audible audiobooks originals textbooks study guides this book helps us identify 13 common habits that hold us back in life and talks about how to avoid them by using strength adopting change facing our fears and training our minds,13 kaam jo samajhdar log nahi karte 13 commonwealth games amy morin audible audiobooks originals,0
